id,src,month,day,name_cn,name_native,name_romaji,alt_names,types,ptype,work,work_cn,work_year,heat,fav,votes,collects,nsfw,thumb,image,alts,palette,bgm_id,url_al,url_bgm,url_vndb
bgm-bgm182614,bangumi,9,26,胧素胧,朧そぼろ,Soboro Oboro,,漫画,漫画,暗号学園のいろは,暗号学园的伊吕波,2023,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/df/bb/182614_crt_kuTT8.jpg,https://lain.bgm.tv/pic/crt/l/df/bb/182614_crt_kuTT8.jpg,,,182614,,https://bgm.tv/character/182614,
bgm-bgm129202,bangumi,9,27,,フラウロス,,蛇腹剑 / 人渣,游戏,游戏,メギド72,梅吉德72,2017,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/1e/1c/129202_crt_N0NAt.jpg,https://lain.bgm.tv/pic/crt/l/1e/1c/129202_crt_N0NAt.jpg,https://storage.moegirl.org.cn/moegirl/commons/b/b2/Scarlet_%E9%97%AA.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20170727142929|https://storage.moegirl.org.cn/moegirl/commons/b/b2/Scarlet_%E9%97%AA.jpg,,129202,,https://bgm.tv/character/129202,
bgm-bgm69304,bangumi,9,27,,杉原哲平,,,动画|漫画,漫画,SKET DANCE,学园救援团,2007,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/e5/13/69304_crt_5Ac65.jpg?r=1553173674,https://lain.bgm.tv/pic/crt/l/e5/13/69304_crt_5Ac65.jpg?r=1553173674,,,69304,,https://bgm.tv/character/69304,
bgm-bgm49447,bangumi,9,27,樱小路萤,桜小路 萤,Hotaru Sakurakouji,,动画,动画,伝説の勇者ダ・ガーン,勇者传说,1992,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/dc/ef/49447_crt_c9999.jpg,https://lain.bgm.tv/pic/crt/l/dc/ef/49447_crt_c9999.jpg,,,49447,,https://bgm.tv/character/49447,
bgm-bgm66912,bangumi,9,27,,ランギルス・ヴォード,Langris Vaude,,动画|漫画,动画,ブラッククローバー,黑色五叶草,2017,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/f3/08/66912_crt_FFBFC.jpg,https://lain.bgm.tv/pic/crt/l/f3/08/66912_crt_FFBFC.jpg,,,66912,,https://bgm.tv/character/66912,
bgm-bgm3910,bangumi,9,27,,Mr. 9,Mr. 9,,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/1e/2e/3910_crt_Dxd0s.jpg,https://lain.bgm.tv/pic/crt/l/1e/2e/3910_crt_Dxd0s.jpg,,,3910,,https://bgm.tv/character/3910,
bgm-bgm49767,bangumi,9,27,塔基姆·瓦西里,タルジム・ヴァシリー,Tarjim Vasily,,动画,动画,バディ・コンプレックス,BUDDY COMPLEX,2014,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/df/15/49767_crt_Eva2a.jpg,https://lain.bgm.tv/pic/crt/l/df/15/49767_crt_Eva2a.jpg,,,49767,,https://bgm.tv/character/49767,
al89786,anilist,9,27,,柊 天利,Tenri Hiiragi,,动画,动画,終わりのセラフ,终结的炽天使,2015,0,0,0,0,,https://s4.anilist.co/file/anilistcdn/character/medium/89786-SwsXt370d3UQ.jpg,https://s4.anilist.co/file/anilistcdn/character/large/89786-SwsXt370d3UQ.jpg,,,,https://anilist.co/character/89786,,
bgm-bgm62739,bangumi,9,28,篚口结也,篚口結也,,,动画|漫画,漫画,魔人探偵脳噛ネウロ,魔人侦探脑啮涅罗,2005,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/00/e5/62739_crt_ozx4Z.jpg,https://lain.bgm.tv/pic/crt/l/00/e5/62739_crt_ozx4Z.jpg,,,62739,,https://bgm.tv/character/62739,
bgm-bgm98259,bangumi,9,28,荒川志太,荒川志太,Arakawa Shift,,Galgame,Galgame,A3！（エースリー）,A3！满开剧团,2017,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/d7/8f/98259_crt_tjcS7.jpg?r=1625848269,https://lain.bgm.tv/pic/crt/l/d7/8f/98259_crt_tjcS7.jpg?r=1625848269,,,98259,,https://bgm.tv/character/98259,
bgm-bgm219839,bangumi,9,28,,코렐라인 퀸시,Coraline Quincy,코렐라인,游戏,游戏,이터널 리턴,永恒轮回,2020,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/de/ea/219839_crt_2560O.jpg,https://lain.bgm.tv/pic/crt/l/de/ea/219839_crt_2560O.jpg,,,219839,,https://bgm.tv/character/219839,
bgm-bgm16993,bangumi,9,28,,柊木かんな,Hiiragi kanna,,Galgame,Galgame,Custom Drive,,2011,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/ac/3a/16993_crt_ouphZ.jpg,https://lain.bgm.tv/pic/crt/l/ac/3a/16993_crt_ouphZ.jpg,,,16993,,https://bgm.tv/character/16993,
bgm-bgm161567,bangumi,9,28,时南宗玄,時南宗玄,Jinan Sougen,,Galgame,Galgame,歌月十夜,歌月十夜,2001,0,0,0,0,1,https://lain.bgm.tv/r/400/pic/crt/l/3f/ca/161567_crt_TEZtr.jpg,https://lain.bgm.tv/pic/crt/l/3f/ca/161567_crt_TEZtr.jpg,,,161567,,https://bgm.tv/character/161567,
bgm-bgm178589,bangumi,9,28,梅露特,梅露特,Merut,,游戏,游戏,千年之旅,,2023,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/0f/64/178589_crt_FVdi7.jpg?r=1751231165,https://lain.bgm.tv/pic/crt/l/0f/64/178589_crt_FVdi7.jpg?r=1751231165,,,178589,,https://bgm.tv/character/178589,
bgm-bgm108675,bangumi,9,28,,ストーカー,Stalker,,动画,动画,ONE PIECE,航海王,1999,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/8e/8f/108675_crt_HyvyB.jpg,https://lain.bgm.tv/pic/crt/l/8e/8f/108675_crt_HyvyB.jpg,,,108675,,https://bgm.tv/character/108675,
bgm-bgm91756,bangumi,9,28,,御門浮葉,mikado ukiha,,Galgame,Galgame,金色のコルダ スターライトオーケストラ,金色琴弦 星光交响乐团,2021,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/5b/26/91756_crt_LLq8K.jpg,https://lain.bgm.tv/pic/crt/l/5b/26/91756_crt_LLq8K.jpg,,,91756,,https://bgm.tv/character/91756,
bgm-bgm114458,bangumi,9,29,曲云,曲云,,直云,动画|游戏,游戏,剑侠情缘网络版叁,,2009,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/f5/d4/114458_crt_g34A1.jpg?r=1659770262,https://lain.bgm.tv/pic/crt/l/f5/d4/114458_crt_g34A1.jpg?r=1659770262,,,114458,,https://bgm.tv/character/114458,
bgm-bgm132896,bangumi,9,29,,格雷穆,,그레이무,Galgame,Galgame,永远的7日之都,,2017,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/2b/f5/132896_crt_P1j1J.jpg,https://lain.bgm.tv/pic/crt/l/2b/f5/132896_crt_P1j1J.jpg,https://storage.moegirl.org.cn/moegirl/commons/6/6a/Img-5a7f67afccf30e553cf51ec975656770.jpg!/fw/480/watermark/url/L21vZWdpcmwvd2F0ZXJtYXJrLnBuZw==/align/southeast/margin/10x10/opacity/50?v=20181209101350|https://storage.moegirl.org.cn/moegirl/commons/6/6a/Img-5a7f67afccf30e553cf51ec975656770.jpg,,132896,,https://bgm.tv/character/132896,
bgm-bgm177006,bangumi,9,29,,佐藤かえで,,,动画,动画,プリンセッション・オーケストラ,公主的管弦乐团,2025,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/07/ef/177006_crt_sr8WB.jpg,https://lain.bgm.tv/pic/crt/l/07/ef/177006_crt_sr8WB.jpg,,,177006,,https://bgm.tv/character/177006,
bgm-bgm208358,bangumi,9,29,,ジュリー・ステイシー,,,Galgame,Galgame,マブラヴ ガールズガーデン,,2025,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/83/42/208358_crt_9bU31.jpg,https://lain.bgm.tv/pic/crt/l/83/42/208358_crt_9bU31.jpg,,,208358,,https://bgm.tv/character/208358,
bgm-bgm182775,bangumi,9,29,五十岚乔拉,五十嵐ジュラ,,,动画|漫画,动画,怪獣8号 第2期,怪兽8号 第二季,2025,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/9f/ba/182775_crt_66a7q.jpg?r=1756025508,https://lain.bgm.tv/pic/crt/l/9f/ba/182775_crt_66a7q.jpg?r=1756025508,,,182775,,https://bgm.tv/character/182775,
bgm-bgm134279,bangumi,9,29,,苍苔,Bryophyta,,漫画|游戏,游戏,明日方舟,明日方舟,2019,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/8a/de/134279_crt_iFt0i.jpg,https://lain.bgm.tv/pic/crt/l/8a/de/134279_crt_iFt0i.jpg,https://static.wikia.nocookie.net/mrfz/images/8/86/Bryophyta.png/revision/latest/scale-to-width-down/400?cb=20230801070710|https://static.wikia.nocookie.net/mrfz/images/8/86/Bryophyta.png/revision/latest?cb=20230801070710,,134279,,https://bgm.tv/character/134279,
bgm-bgm61343,bangumi,9,29,夏洛特·卡丹茨,シャーロット・カデンツァ,Charlotte Cadenza,,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/54/7f/61343_crt_zn0ct.jpg,https://lain.bgm.tv/pic/crt/l/54/7f/61343_crt_zn0ct.jpg,,,61343,,https://bgm.tv/character/61343,
bgm-bgm61344,bangumi,9,29,夏洛特·卡瓦莱特,カバレッタ,Charlotte Cavarette,,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/a3/5f/61344_crt_f2xU4.jpg,https://lain.bgm.tv/pic/crt/l/a3/5f/61344_crt_f2xU4.jpg,,,61344,,https://bgm.tv/character/61344,
bgm-bgm61342,bangumi,9,29,夏洛特·康特,シャーロット・カウンター,Charlotte Counter,,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/6d/a3/61342_crt_Eef2w.jpg,https://lain.bgm.tv/pic/crt/l/6d/a3/61342_crt_Eef2w.jpg,,,61342,,https://bgm.tv/character/61342,
bgm-bgm61345,bangumi,9,29,夏洛特·加拉,シャーロット・ガラ,Charlotte Gala,,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/c2/b1/61345_crt_Lbg01.jpg,https://lain.bgm.tv/pic/crt/l/c2/b1/61345_crt_Lbg01.jpg,,,61345,,https://bgm.tv/character/61345,
bgm-bgm61341,bangumi,9,29,夏洛特·欧佩拉,シャーロット・オペラ,Charlotte Opera,夏洛特·欧培拉,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/83/da/61341_crt_KE0WF.jpg,https://lain.bgm.tv/pic/crt/l/83/da/61341_crt_KE0WF.jpg,,,61341,,https://bgm.tv/character/61341,
bgm-bgm108792,bangumi,9,29,药王·皮克洛,ドラッグ・ピエクロ,Drug Peclo,,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/ce/1b/108792_crt_p1wS6.jpg,https://lain.bgm.tv/pic/crt/l/ce/1b/108792_crt_p1wS6.jpg,,,108792,,https://bgm.tv/character/108792,
bgm-bgm221447,bangumi,9,29,秋山圆心,秋山円心,Enshin Akiyama,,动画,动画,アオアシ,青之芦苇,2022,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/da/8e/221447_crt_ZnZAV.jpg,https://lain.bgm.tv/pic/crt/l/da/8e/221447_crt_ZnZAV.jpg,,,221447,,https://bgm.tv/character/221447,
bgm-bgm158206,bangumi,9,29,海茵茨,헤이즈,Haze,,游戏,游戏,이터널 리턴,永恒轮回,2020,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/04/82/158206_crt_E57Qx.jpg?r=1721461202,https://lain.bgm.tv/pic/crt/l/04/82/158206_crt_E57Qx.jpg?r=1721461202,,,158206,,https://bgm.tv/character/158206,
bgm-bgm75285,bangumi,9,29,克鲁格,クルーク,Klug,,游戏,游戏,ぷよぷよテトリス,噗哟噗哟 俄罗斯方块,2014,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/63/01/75285_crt_Gs8st.jpg,https://lain.bgm.tv/pic/crt/l/63/01/75285_crt_Gs8st.jpg,,,75285,,https://bgm.tv/character/75285,
bgm-bgm55178,bangumi,9,29,楠梛斗,楠梛斗,Kusunoki Nagito,,动画|漫画,动画,恋愛暴君,恋爱暴君,2017,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/19/79/55178_crt_kDaCS.jpg,https://lain.bgm.tv/pic/crt/l/19/79/55178_crt_kDaCS.jpg,,,55178,,https://bgm.tv/character/55178,
bgm-bgm129267,bangumi,9,29,,雅明弘,Miyabi Akihiro,,动画,动画,無限のリヴァイアス,无限的未知,1999,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/f1/e2/129267_crt_39221.jpg,https://lain.bgm.tv/pic/crt/l/f1/e2/129267_crt_39221.jpg,,,129267,,https://bgm.tv/character/129267,
bgm-bgm24050,bangumi,9,30,仲泽吕佳,仲沢呂佳,,,动画|漫画,动画,おおきく振りかぶって～夏の大会編～,王牌投手 振臂高挥～夏日大会篇～,2010,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/ac/a6/24050_crt_I3PhP.jpg,https://lain.bgm.tv/pic/crt/l/ac/a6/24050_crt_I3PhP.jpg,,,24050,,https://bgm.tv/character/24050,
bgm-bgm102637,bangumi,9,30,罗丝·帕迪顿,ローズ・パテントン,,,动画,动画,機甲戦記ドラグナー,机甲战记威龙,1987,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/96/e9/102637_crt_bA6JT.jpg?r=1637327568,https://lain.bgm.tv/pic/crt/l/96/e9/102637_crt_bA6JT.jpg?r=1637327568,,,102637,,https://bgm.tv/character/102637,
bgm-bgm68855,bangumi,9,30,吉莉安,ジリアン,,QI231-493,漫画,漫画,約束のネバーランド,约定的梦幻岛,2016,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/09/ee/68855_crt_S0ayt.jpg,https://lain.bgm.tv/pic/crt/l/09/ee/68855_crt_S0ayt.jpg,,,68855,,https://bgm.tv/character/68855,
bgm-bgm111393,bangumi,9,30,兵藤聪,兵藤聡,,,动画|漫画,动画,ゆらぎ荘の幽奈さん,摇曳庄的幽奈小姐,2018,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/e9/94/111393_crt_W3Lsn.jpg?r=1753521622,https://lain.bgm.tv/pic/crt/l/e9/94/111393_crt_W3Lsn.jpg?r=1753521622,,,111393,,https://bgm.tv/character/111393,
bgm-bgm182276,bangumi,9,30,,李师师,,,游戏|Galgame,Galgame,遇见逆水寒,,2018,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/59/e3/182276_crt_ZP3o4.jpg,https://lain.bgm.tv/pic/crt/l/59/e3/182276_crt_ZP3o4.jpg,,,182276,,https://bgm.tv/character/182276,
bgm-bgm126773,bangumi,9,30,亚当·布雷克,アダム・ブレイク,Adam Blake,,动画|漫画,动画,ブルーロック,蓝色监狱,2022,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/eb/de/126773_crt_81XUu.jpg?r=1722969350,https://lain.bgm.tv/pic/crt/l/eb/de/126773_crt_81XUu.jpg?r=1722969350,,,126773,,https://bgm.tv/character/126773,
bgm-bgm105689,bangumi,9,30,阿巴罗·皮萨罗,アバロ・ピサロ,Avalo Pizarro,恶政王,动画|漫画,漫画,ONE PIECE,航海王,1997,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/4d/7d/105689_crt_FFVpC.jpg,https://lain.bgm.tv/pic/crt/l/4d/7d/105689_crt_FFVpC.jpg,,,105689,,https://bgm.tv/character/105689,
bgm-bgm131994,bangumi,9,30,,巧可,Choco,,游戏,游戏,少女前线：云图计划,少女前线：云图计划,2021,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/fd/4d/131994_crt_8Jkw3.jpg,https://lain.bgm.tv/pic/crt/l/fd/4d/131994_crt_8Jkw3.jpg,,,131994,,https://bgm.tv/character/131994,
bgm-bgm101320,bangumi,9,30,平野露娜,平野るな,Hirano Runa,,动画,动画,プラオレ！～PRIDE OF ORANGE～,橘色荣耀,2021,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/61/b6/101320_crt_mCfu4.jpg?r=1633084711,https://lain.bgm.tv/pic/crt/l/61/b6/101320_crt_mCfu4.jpg?r=1633084711,,,101320,,https://bgm.tv/character/101320,
bgm-bgm97547,bangumi,9,30,本藤悠彗,本藤悠彗,Hondou Yue,,漫画,漫画,シノハユ the dawn of age,咲慕流年 the dawn of age,2013,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/04/43/97547_crt_3T449.jpg?r=1624295640,https://lain.bgm.tv/pic/crt/l/04/43/97547_crt_3T449.jpg?r=1624295640,,,97547,,https://bgm.tv/character/97547,
bgm-bgm105874,bangumi,9,30,隐岐孝二,隠岐孝二,Koji Oki,,动画|漫画,动画,ワールドトリガー 3rdシーズン,境界触发者 第三季,2021,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/58/f6/105874_crt_iHSsx.jpg?r=1643934562,https://lain.bgm.tv/pic/crt/l/58/f6/105874_crt_iHSsx.jpg?r=1643934562,,,105874,,https://bgm.tv/character/105874,
bgm-bgm125407,bangumi,9,30,松原智惠子,松原いずみ,Matsubara Izumi,,动画,动画,勇者特急マイトガイン,勇者特急,1993,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/9c/07/125407_crt_648II.jpg,https://lain.bgm.tv/pic/crt/l/9c/07/125407_crt_648II.jpg,,,125407,,https://bgm.tv/character/125407,
bgm-bgm51856,bangumi,9,30,御来屋千智,御来屋千智,Mikuriya Chisato,,动画|漫画,漫画,ナナマル サンバツ,猜谜王,2011,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/35/95/51856_crt_5DWxd.jpg?r=1492713401,https://lain.bgm.tv/pic/crt/l/35/95/51856_crt_5DWxd.jpg?r=1492713401,,,51856,,https://bgm.tv/character/51856,
bgm-bgm96127,bangumi,9,30,室屋大助,室屋大助,Muroya Daisuke,,动画,动画,灼熱カバディ,灼热卡巴迪,2021,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/32/c8/96127_crt_ZbJr9.jpg?r=1628319013,https://lain.bgm.tv/pic/crt/l/32/c8/96127_crt_ZbJr9.jpg?r=1628319013,,,96127,,https://bgm.tv/character/96127,
bgm-bgm132011,bangumi,9,30,泽崎渚,沢崎ナギサ,Sawazaki Nagisa,,漫画,漫画,ポラリスは消えない,北极星永不消逝,2022,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/9e/32/132011_crt_zLlZx.jpg?r=1687387016,https://lain.bgm.tv/pic/crt/l/9e/32/132011_crt_zLlZx.jpg?r=1687387016,,,132011,,https://bgm.tv/character/132011,
bgm-bgm176095,bangumi,10,1,十文字一辉,十文字一輝,,,动画|漫画,漫画,アイシールド21,光速蒙面侠21,2002,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/44/bf/176095_crt_QFX4e.jpg?r=1747458402,https://lain.bgm.tv/pic/crt/l/44/bf/176095_crt_QFX4e.jpg?r=1747458402,,,176095,,https://bgm.tv/character/176095,
bgm-bgm76522,bangumi,10,1,,辻政信,,,动画|漫画,动画,ジパング,次元舰队,2004,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/dc/c4/76522_crt_oUK60.jpg,https://lain.bgm.tv/pic/crt/l/dc/c4/76522_crt_oUK60.jpg,,,76522,,https://bgm.tv/character/76522,
bgm-bgm167525,bangumi,10,1,饮料,ノミモノ,,マリス・イーター,动画|漫画,漫画,嘆きの亡霊は引退したい ~最弱ハンターによる最強パーティ育成術~,叹息的亡灵好想隐退~最弱猎手的最强队伍养成术~,2018,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/04/40/167525_crt_hLf4v.jpg?r=1733310091,https://lain.bgm.tv/pic/crt/l/04/40/167525_crt_hLf4v.jpg?r=1733310091,,,167525,,https://bgm.tv/character/167525,
bgm-bgm89075,bangumi,10,1,一文字豪树,一文字豪樹,,,动画|漫画,动画,爆走兄弟レッツ&ゴー!!MAX,四驱兄弟MAX,1998,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/47/8f/89075_crt_r0edh.jpg,https://lain.bgm.tv/pic/crt/l/47/8f/89075_crt_r0edh.jpg,,,89075,,https://bgm.tv/character/89075,
bgm-bgm110999,bangumi,10,1,,阿杰,,,动画|漫画,动画,最后的召唤师,最后的召唤师,2022,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/fc/21/110999_crt_nvvYK.jpg,https://lain.bgm.tv/pic/crt/l/fc/21/110999_crt_nvvYK.jpg,,,110999,,https://bgm.tv/character/110999,
bgm-bgm173606,bangumi,10,1,榊晴龙,榊晴竜,,,动画|漫画,动画,WIND BREAKER Season 2,防风少年 第二季,2025,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/fe/22/173606_crt_4o4yA.jpg?r=1743781011,https://lain.bgm.tv/pic/crt/l/fe/22/173606_crt_4o4yA.jpg?r=1743781011,,,173606,,https://bgm.tv/character/173606,
bgm-bgm173607,bangumi,10,1,榊雨龙,榊雨竜,,,动画|漫画,动画,WIND BREAKER Season 2,防风少年 第二季,2025,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/5e/03/173607_crt_eWQoW.jpg?r=1743781057,https://lain.bgm.tv/pic/crt/l/5e/03/173607_crt_eWQoW.jpg?r=1743781057,,,173607,,https://bgm.tv/character/173607,
bgm-bgm110877,bangumi,10,1,妹尾刘,妹尾劉,,,漫画,漫画,極楽街,极乐街,2022,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/32/5b/110877_crt_OZgEO.jpg,https://lain.bgm.tv/pic/crt/l/32/5b/110877_crt_OZgEO.jpg,,,110877,,https://bgm.tv/character/110877,
bgm-bgm165065,bangumi,10,1,平山义明,平山義明,,,动画|漫画,动画,多数欠,多数欠,2024,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/4a/78/165065_crt_J6BSG.jpg,https://lain.bgm.tv/pic/crt/l/4a/78/165065_crt_J6BSG.jpg,,,165065,,https://bgm.tv/character/165065,
bgm-bgm158104,bangumi,10,1,,クレア・ボヤンス,Clair Voyance,,动画,动画,僕のヒーローアカデミア THE MOVIE ワールドヒーローズミッション,我的英雄学院 World Heros' Mission,2021,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/29/96/158104_crt_rdche.jpg?r=1716567833,https://lain.bgm.tv/pic/crt/l/29/96/158104_crt_rdche.jpg?r=1716567833,,,158104,,https://bgm.tv/character/158104,
bgm-bgm100027,bangumi,10,1,歌德巴,ゴルドバ,Goldva,,动画,动画,シャーマンキング,通灵王,2001,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/76/6a/100027_crt_i3II4.jpg,https://lain.bgm.tv/pic/crt/l/76/6a/100027_crt_i3II4.jpg,,,100027,,https://bgm.tv/character/100027,
bgm-bgm141213,bangumi,10,1,,天瀬遥,Haruka Amase,,Galgame,Galgame,天瀬島は色恋ざかり,,2023,0,0,0,0,1,https://lain.bgm.tv/r/400/pic/crt/l/d6/19/141213_crt_J12tt.jpg,https://lain.bgm.tv/pic/crt/l/d6/19/141213_crt_J12tt.jpg,,,141213,,https://bgm.tv/character/141213,
bgm-bgm141211,bangumi,10,1,,天瀬和泉,Izumi Amase,,Galgame,Galgame,天瀬島は色恋ざかり,,2023,0,0,0,0,1,https://lain.bgm.tv/r/400/pic/crt/l/47/24/141211_crt_y6irY.jpg,https://lain.bgm.tv/pic/crt/l/47/24/141211_crt_y6irY.jpg,,,141211,,https://bgm.tv/character/141211,
bgm-bgm108624,bangumi,10,1,,コーミル,Komille,,动画,动画,ONE PIECE,航海王,1999,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/51/86/108624_crt_YqGaZ.jpg,https://lain.bgm.tv/pic/crt/l/51/86/108624_crt_YqGaZ.jpg,,,108624,,https://bgm.tv/character/108624,
bgm-bgm3297,bangumi,10,1,摩奇,モージ,Mouji,,动画,动画,ONE PIECE,航海王,1999,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/42/ac/3297_crt_9u9kb.jpg,https://lain.bgm.tv/pic/crt/l/42/ac/3297_crt_9u9kb.jpg,,,3297,,https://bgm.tv/character/3297,
bgm-bgm51887,bangumi,10,1,仁科葵,仁科葵,Nishina Aoi,,动画,动画,Room Mate ～One Room side M～,,2017,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/b8/9c/51887_crt_pqj0j.jpg,https://lain.bgm.tv/pic/crt/l/b8/9c/51887_crt_pqj0j.jpg,,,51887,,https://bgm.tv/character/51887,
bgm-bgm158583,bangumi,10,1,努尔·米尔臣,ヌール・ミルヒェン,Null Milchain,,动画|漫画,漫画,ダンジョン飯,迷宫饭,2015,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/21/dc/158583_crt_kzmk4.jpg?r=1717088946,https://lain.bgm.tv/pic/crt/l/21/dc/158583_crt_kzmk4.jpg?r=1717088946,,,158583,,https://bgm.tv/character/158583,
bgm-bgm9495,bangumi,10,1,佐渡酒造,佐渡酒造,Sane,,动画,动画,宇宙戦艦ヤマト2199,宇宙战舰大和号2199,2013,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/a8/82/9495_crt_z37E8.jpg?r=1605235409,https://lain.bgm.tv/pic/crt/l/a8/82/9495_crt_z37E8.jpg?r=1605235409,,,9495,,https://bgm.tv/character/9495,
bgm-bgm209081,bangumi,10,2,绫目,綾目,,,动画|漫画,动画,貧乏神が！,穷神,2012,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/35/c8/209081_crt_MMv5j.jpg,https://lain.bgm.tv/pic/crt/l/35/c8/209081_crt_MMv5j.jpg,,,209081,,https://bgm.tv/character/209081,
bgm-bgm221604,bangumi,10,2,朱圣伊,주승이,,,动画|漫画,漫画,피라미드 게임,金字塔游戏,,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/1f/b7/221604_crt_AiQci.jpg,https://lain.bgm.tv/pic/crt/l/1f/b7/221604_crt_AiQci.jpg,,,221604,,https://bgm.tv/character/221604,
bgm-bgm111415,bangumi,10,2,梦咲春梦,夢咲春夢,,,动画|漫画,动画,ゆらぎ荘の幽奈さん OAD,摇曳庄的幽奈小姐 OAD,2018,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/00/27/111415_crt_C8OoU.jpg?r=1753518498,https://lain.bgm.tv/pic/crt/l/00/27/111415_crt_C8OoU.jpg?r=1753518498,,,111415,,https://bgm.tv/character/111415,
bgm-bgm171155,bangumi,10,2,费奥南多·吉尔托尼亚,フェルナンド・ジルトニア,,,动画|漫画,动画,完璧すぎて可愛げがないと婚約破棄された聖女は隣国に売られる,圣女因太过完美不够可爱而被废除婚约并卖到邻国,2025,0,0,0,0,,https://lain.bgm.tv/r/400/pic/crt/l/2c/3d/171155_crt_T37tp.jpg?r=1739282991,https://lain.bgm.tv/pic/crt/l/2c/3d/171155_crt_T37tp.jpg?r=1739282991,,,171155,,https://bgm.tv/character/171155,
